Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,81207,68449,64398,60546
Liabilities,,,,
Total Liabilities,29608,21514,25495,34773
Stockholders' Equity,,,,
Common Stock,263,250,248,248
Retained Earnings,-40779,-39825,-28315,-40843
Total stockholders' equity,49838,46935,38888,25758
Total liabilities and stockholders' equity,81207,68449,64398,60546
