Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,261000,1427000,3074000,657000
Depreciation & amortization,-,2163000,2040000,2283000
Change in working capital,-,-4685000,-394000,-5119000
Inventory,-,-3987000,4158000,11000
Other working capital,-,-1009000,4974000,-2311000
Other non-cash items,-,774000,328000,483000
Net cash provided by operating activites,-,112000,6091000,-793000
Investments in property plant and equipment,-,-1121000,-1117000,-1518000
Acquisitions net,-,-544000,-,-
Purchases of investments,-,-410000,-3731000,-800000
Sales/Maturities of investments,-,1501000,5051000,6219000
Other investing activites,-,1000,-76000,309000
Net cash used for investing activites,-,-449000,295000,4261000
Net change in cash,-,-13152000,4173000,-4487000
Cash at beginning of period,-,58826000,54652000,59140000
Cash at end of period,-,45673000,58826000,54652000
Operating Cash Flow,-,112000,6091000,-793000
Capital Expenditure,-,-1121000,-1117000,-1518000
Free Cash Flow,-,-1009000,4974000,-2311000
