Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,723039000,694235000,738056000,798656000
Liabilities,,,,
Total Liabilities,679483000,647745000,688963000,749252000
Stockholders' Equity,,,,
Common Stock,12094000,12049000,11965000,11823000
Retained Earnings,13946000,14312000,17130000,-12936000
Total stockholders' equity,43547000,45736000,48330000,48609000
Total liabilities and stockholders' equity,723039000,694235000,738056000,798656000
