Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,21866000,28446000,21449000,25759000
Depreciation & amortization,-,17006000,18319000,18009000
Change in working capital,-,-21492000,-6179000,-2647000
Inventory,-,-9017000,-1521000,2542000
Other working capital,-,7927000,18397000,25544000
Other non-cash items,-,2527000,-2256000,1054000
Net cash provided by operating activites,-,21410000,31980000,39245000
Investments in property plant and equipment,-,-13483000,-13583000,-13701000
Acquisitions net,-,-194000,-1391000,-27563000
Purchases of investments,-,-1392000,-111000,-756000
Sales/Maturities of investments,-,2668000,5077000,4112000
Other investing activites,-,112000,158000,-112000
Net cash used for investing activites,-,-4088000,-6648000,-36498000
Net change in cash,-,9864000,2273000,8641000
Cash at beginning of period,-,75836000,73563000,64922000
Cash at end of period,-,85701000,75836000,73563000
Operating Cash Flow,-,21410000,31980000,39245000
Capital Expenditure,-,-13483000,-13583000,-13701000
Free Cash Flow,-,7927000,18397000,25544000
