Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1154882,1093251,1092166,1087991
Liabilities,,,,
Total Liabilities,1020762,969634,976191,980563
Stockholders' Equity,,,,
Common Stock,59813,62096,62096,44187
Retained Earnings,70663,60535,50286,60254
Accumulated other comprehensive income,3644,986,3593,2987
Total stockholders' equity,134120,123617,115975,107428
Total liabilities and stockholders' equity,1154882,1093251,1092166,1087991
