Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,12544000,8841000,7254000,6305000
Depreciation & amortization,-,3496000,1763000,1464000
Change in working capital,-,-4933000,-1680000,-1408000
Inventory,-,-849000,-82000,-120000
Other working capital,-,5019000,5505000,4872000
Other non-cash items,-,3957000,-429000,2030000
Net cash provided by operating activites,-,9159000,9337000,6679000
Investments in property plant and equipment,-,-4140000,-3832000,-1807000
Acquisitions net,-,-132000,-260000,-
Purchases of investments,-,-5718000,-6042000,-14147000
Sales/Maturities of investments,-,7181000,11377000,9425000
Other investing activites,-,-29000,80000,-15000
Net cash used for investing activites,-,-2830000,1390000,-6505000
Net change in cash,-,7568000,10620000,-6697000
Cash at beginning of period,-,42292000,31672000,38369000
Cash at end of period,-,49861000,42292000,31672000
Operating Cash Flow,-,9159000,9337000,6679000
Capital Expenditure,-,-4140000,-3832000,-1807000
Free Cash Flow,-,5019000,5505000,4872000
