Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6285000,9885000,10351000,6315000
Depreciation & amortization,-,18965000,19198000,15070000
Change in working capital,-,-4100000,-2540000,-6919000
Inventory,-,-3232000,-1298000,-931000
Other working capital,-,10733000,13823000,6970000
Other non-cash items,-,2975000,607000,3268000
Net cash provided by operating activites,-,26714000,26813000,19445000
Investments in property plant and equipment,-,-15981000,-12990000,-12475000
Acquisitions net,-,-2263000,-,-28115000
Purchases of investments,-,-1203000,-74000,-58000
Sales/Maturities of investments,-,24000,-,193000
Other investing activites,-,-541000,-1593000,-1274000
Net cash used for investing activites,-,-19847000,-14336000,-41236000
Net change in cash,-,-220000,-8050000,17813000
Cash at beginning of period,-,25732000,32697000,14253000
Cash at end of period,-,27069000,25732000,32697000
Operating Cash Flow,-,26714000,26813000,19445000
Capital Expenditure,-,-15981000,-12990000,-12475000
Free Cash Flow,-,10733000,13823000,6970000
