Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,9934919,8910454,7531668,6167865
Depreciation & amortization,-,1525875,1176285,960788
Stock based compensation,-,251781,273517,343827
Change in working capital,-,45310,514834,473013
Other working capital,-,8616216,7018141,6182109
Other non-cash items,-,16131,139344,14354
Net cash provided by operating activites,-,10926823,9729090,8105668
Investments in property plant and equipment,-,-2310607,-2710949,-1923559
Acquisitions net,-,-,-23048,-
Purchases of investments,-,-3762141,-1555958,-
Sales/Maturities of investments,-,24300,-,-
Other investing activites,-,-11664,-74052,-384010
Net cash used for investing activites,-,-6360112,-4364007,-2307569
Net change in cash,-,210066,3399757,4097830
Cash at beginning of period,-,14717468,11317710,7219880
Cash at end of period,-,14927535,14717468,11317710
Operating Cash Flow,-,10926823,9729090,8105668
Capital Expenditure,-,-2310607,-2710949,-1923559
Free Cash Flow,-,8616216,7018141,6182109
