Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1718942,1579157,1455496,1189906
Liabilities,,,,
Total Liabilities,1558233,1440669,1337391,1083615
Stockholders' Equity,,,,
Common Stock,90113,88484,86782,85383
Retained Earnings,70442,50161,31117,20748
Accumulated other comprehensive income,154,-157,206,160
Total stockholders' equity,160709,138488,118105,106291
Total liabilities and stockholders' equity,1718942,1579157,1455496,1189906
