Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,973946,882423,742103,722557
Liabilities,,,,
Total Liabilities,864064,823146,687126,670040
Stockholders' Equity,,,,
Common Stock,111,-,-,-
Retained Earnings,72152,66189,61832,57686
Accumulated other comprehensive income,-4104,-7012,-6955,-5269
Total stockholders' equity,109882,59277,54977,52517
Total liabilities and stockholders' equity,973946,882423,742103,722557
