Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,36326000,34935000,34064000,30154000
Depreciation & amortization,-,21237000,21532000,22660000
Change in working capital,-,-3380000,1218000,675000
Inventory,-,-2247000,389000,-958000
Other working capital,-,62125000,61989000,59998000
Other non-cash items,-,3191000,2591000,2741000
Net cash provided by operating activites,-,62125000,61989000,59998000
Acquisitions net,-,-1089000,-,-
Purchases of investments,-,-78568000,-64854000,-57101000
Sales/Maturities of investments,-,71812000,57770000,37038000
Other investing activites,-,-29167000,-23201000,-24923000
Net cash used for investing activites,-,-37012000,-30285000,-44986000
Net change in cash,-,-2764000,10805000,-6668000
Cash at beginning of period,-,105936000,95130000,101799000
Cash at end of period,-,103171000,105936000,95130000
Operating Cash Flow,-,62125000,61989000,59998000
Free Cash Flow,-,62125000,61989000,59998000
