Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,60233000,51539000,50284000,55793000
Depreciation & amortization,13274000,10621000,9213000,7821000
Change in working capital,8616000,7393000,-4212000,-3675000
Inventory,1718000,-1567000,-5971000,-2042000
Other working capital,43202000,37172000,-14111000,50371000
Other non-cash items,1634000,1881000,-17124000,6307000
Net cash provided by operating activites,73947000,66774000,15727000,74450000
Investments in property plant and equipment,-30745000,-29602000,-29838000,-24079000
Purchases of investments,-56673000,-56673000,-30860000,-24040000
Sales/Maturities of investments,55917000,37923000,21315000,28883000
Other investing activites,-818000,-1422000,531000,973000
Net cash used for investing activites,-32308000,-49763000,-34189000,-17989000
Net change in cash,-12613000,-5268000,-81011000,35909000
Cash at beginning of period,79720000,65273000,146323000,110485000
Cash at end of period,67107000,59981000,65273000,146323000
Operating Cash Flow,73947000,66774000,15727000,74450000
Capital Expenditure,-30745000,-29602000,-29838000,-24079000
Free Cash Flow,43202000,37172000,-14111000,50371000
