Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,1312000,1312000,977000,1175000,629000
Depreciation & amortization,-,-,1654000,-,1721000
Change in working capital,-,-,542000,-,1338000
Inventory,-,-,107000,-,208000
Other working capital,-,-,2687000,2540000,2457000
Other non-cash items,-,-,-107000,-,-113000
Net cash provided by operating activites,-,-,3934000,4255000,4320000
Investments in property plant and equipment,-,-,-1247000,-1715000,-1863000
Acquisitions net,-,-,-,-,0
Purchases of investments,-,-,-,-300000,0
Sales/Maturities of investments,-,-,-,300000,0
Other investing activites,-,-,123000,457000,-52000
Net cash used for investing activites,-,-,-1014000,-1163000,-1564000
Net change in cash,-,-,-534000,-1078000,571000
Cash at beginning of period,-,-,2361000,3487000,2802000
Cash at end of period,-,-,1858000,2361000,3487000
Operating Cash Flow,-,-,3934000,4255000,4320000
Capital Expenditure,-,-,-1247000,-1715000,-1863000
Free Cash Flow,-,-,2687000,2540000,2457000
