Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,9696000,33004000,11776000,6886000
Depreciation & amortization,-,24737000,10913000,11693000
Change in working capital,-,-1191000,513000,-1325000
Inventory,-,-1085000,1191000,1716000
Other working capital,-,-19736000,-5844000,5560000
Other non-cash items,-,-266000,339000,494000
Net cash provided by operating activites,-,34288000,22257000,15620000
Investments in property plant and equipment,-,-54024000,-28101000,-10060000
Purchases of investments,-,-819000,-296000,-28000
Sales/Maturities of investments,-,-,0,1770000
Other investing activites,-,137000,-77000,-63000
Net cash used for investing activites,-,-8489000,-28474000,-8373000
Net change in cash,-,44943000,3221000,-4456000
Cash at beginning of period,-,42329000,39108000,43565000
Cash at end of period,-,87273000,42329000,39108000
Operating Cash Flow,-,34288000,22257000,15620000
Capital Expenditure,-,-54024000,-28101000,-10060000
Free Cash Flow,-,-19736000,-5844000,5560000
