Breakdown,ttm,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Net Income,8760667,8760667,8258687,6982465,5326722
Depreciation & amortization,1917599,1917599,1651637,1399707,1107800
Change in working capital,2227343,2227343,12738860,57309,468208
Other working capital,-31968841,-31968841,-12101669,-41462693,-38225764
Other non-cash items,985582,985582,856724,700229,571123
Net cash provided by operating activites,12965905,12965905,22701335,8471757,6914759
Investments in property plant and equipment,-44934746,-44934746,-34803004,-49934450,-45140523
Purchases of investments,-137509,-137509,-703992,-207198,-169251
Sales/Maturities of investments,1693910,1693910,1766080,1950320,1877545
Other investing activites,131073,131073,274,1742546,-
Net cash used for investing activites,-43247272,-43247272,-33740642,-48191904,-43432228
Net change in cash,5463933,5463933,-1648945,2648072,2717949
Cash at beginning of period,27133492,27133492,31632579,22699517,16286298
Cash at end of period,32597426,32597426,29983634,25347590,19004249
Operating Cash Flow,12965905,12965905,22701335,8471757,6914759
Capital Expenditure,-44934746,-44934746,-34803004,-49934450,-45140523
Free Cash Flow,-31968841,-31968841,-12101669,-41462693,-38225764
