Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1321837,1256032,1256757,1233942
Liabilities,,,,
Total Liabilities,1138111,1065794,1071861,1055679
Stockholders' Equity,,,,
Common Stock,8112,8698,8698,8698
Retained Earnings,184120,193625,185893,178224
Accumulated other comprehensive income,-8506,-12085,-9695,-8659
Total stockholders' equity,183726,190238,184896,178263
Total liabilities and stockholders' equity,1321837,1256032,1256757,1233942
