Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4321000,4539000,3159000,3762000
Depreciation & amortization,-,5194000,5292000,5042000
Change in working capital,-,-576000,-538000,916000
Inventory,-,-134000,18000,61000
Other working capital,-,6949000,6071000,7126000
Other non-cash items,-,690000,637000,162000
Net cash provided by operating activites,-,10466000,8846000,8907000
Investments in property plant and equipment,-,-3517000,-2775000,-1781000
Acquisitions net,-,-409000,-198000,-1544000
Purchases of investments,-,-781000,-43000,-76000
Sales/Maturities of investments,-,22000,43000,23000
Other investing activites,-,-58000,-60000,-191000
Net cash used for investing activites,-,-4768000,-2888000,-3388000
Net change in cash,-,2000000,1690000,2212000
Cash at beginning of period,-,17262000,15571000,13359000
Cash at end of period,-,19262000,17262000,15571000
Operating Cash Flow,-,10466000,8846000,8907000
Capital Expenditure,-,-3517000,-2775000,-1781000
Free Cash Flow,-,6949000,6071000,7126000
