Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,476000,1116000,12253000,8715000
Depreciation & amortization,-,30705000,29190000,26685000
Change in working capital,-,-18405000,-21657000,-10507000
Inventory,-,-9431000,-29046000,-5983000
Other working capital,-,-36340000,-30611000,-3258000
Other non-cash items,-,1733000,-1183000,146000
Net cash provided by operating activites,-,10651000,17381000,28393000
Investments in property plant and equipment,-,-46991000,-47992000,-31651000
Acquisitions net,-,-,-,-19585000
Sales/Maturities of investments,-,4346000,-,-
Other investing activites,-,-3395000,-3861000,-4220000
Net cash used for investing activites,-,-34947000,-51853000,-55456000
Net change in cash,-,4395000,-20331000,22278000
Cash at beginning of period,-,20794000,41125000,18814000
Cash at end of period,-,25190000,20794000,41125000
Operating Cash Flow,-,10651000,17381000,28393000
Capital Expenditure,-,-46991000,-47992000,-31651000
Free Cash Flow,-,-36340000,-30611000,-3258000
