Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,7275000,7858000,6084098,3291803
Depreciation & amortization,-,267000,501207,191190
Change in working capital,-,-2241000,-1532456,-167705
Other working capital,-,6357000,7622397,3132491
Other non-cash items,-,180000,93263,131091
Net cash provided by operating activites,-,7819000,7933404,3895252
Investments in property plant and equipment,-,-1462000,-311007,-762761
Acquisitions net,-,-915000,-1238820,-776957
Purchases of investments,-,-5011000,-433599,-88597
Other investing activites,-,10000,-2,-118517
Net cash used for investing activites,-,-7378000,-2480428,-1786772
Net change in cash,-,1196000,8784816,4609642
Cash at beginning of period,-,19746000,10962656,6353013
Cash at end of period,-,21176000,19746674,10962656
Operating Cash Flow,-,7819000,7933404,3895252
Capital Expenditure,-,-1462000,-311007,-762761
Free Cash Flow,-,6357000,7622397,3132491
