Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,68888000,68888000,80024000,78112000,46056000
Depreciation & amortization,71035000,71035000,63319000,63934000,87334000
Change in working capital,2363000,2363000,-1868000,-2675000,-2929000
Inventory,439000,439000,-4855000,-7887000,5585000
Other working capital,111781000,111781000,89425000,94174000,110067000
Other non-cash items,13222000,13222000,8683000,5299000,22563000
Net cash provided by operating activites,170596000,170596000,146354000,149513000,161860000
Investments in property plant and equipment,-58815000,-58815000,-56929000,-55339000,-51793000
Acquisitions net,-900000,-900000,-26719000,-,-8088000
Purchases of investments,-,-,-,-,-81000
Sales/Maturities of investments,-,-,-,-,65000
Other investing activites,1000,1000,174000,1000,-603000
Net cash used for investing activites,-59382000,-59382000,-58543000,-52958000,-57849000
Net change in cash,-3942000,-3942000,30941000,32961000,-13622000
Cash at beginning of period,146535000,146535000,117322000,84096000,97718000
Cash at end of period,143564000,143564000,146535000,113883000,84096000
Operating Cash Flow,170596000,170596000,146354000,149513000,161860000
Capital Expenditure,-58815000,-58815000,-56929000,-55339000,-51793000
Free Cash Flow,111781000,111781000,89425000,94174000,110067000
