Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,727000,1058000,1659000,1241000
Depreciation & amortization,-,3560000,3799000,2455000
Change in working capital,-,-940000,261000,-2847000
Inventory,-,-1158000,-152000,489000
Other working capital,-,780000,2456000,-463000
Other non-cash items,-,-24000,674000,388000
Net cash provided by operating activites,-,3942000,6221000,1562000
Investments in property plant and equipment,-,-3162000,-3765000,-2025000
Acquisitions net,-,-99000,-625000,-11156000
Purchases of investments,-,-18000,-13000,-13000
Sales/Maturities of investments,-,15000,1164000,2000
Other investing activites,-,-2000,86000,250000
Net cash used for investing activites,-,-2635000,-2970000,-12885000
Net change in cash,-,-769000,747000,-348000
Cash at beginning of period,-,8473000,7726000,8075000
Cash at end of period,-,7703000,8473000,7726000
Operating Cash Flow,-,3942000,6221000,1562000
Capital Expenditure,-,-3162000,-3765000,-2025000
Free Cash Flow,-,780000,2456000,-463000
