Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,2378683,1843307,1589379,1370987
Depreciation & amortization,-,706286,707976,770299
Change in working capital,-,-157221,-4997144,-208360
Inventory,-,88754,-6973462,-2944111
Other working capital,-,1502634,-4842416,1519752
Other non-cash items,-,624418,694259,679530
Net cash provided by operating activites,-,2573857,-2726848,1876375
Investments in property plant and equipment,-,-1071223,-2115568,-356623
Purchases of investments,-,-150000,-7987,-125000
Other investing activites,-,-124086,-267012,-156796
Net cash used for investing activites,-,-1345056,-2389916,-297453
Net change in cash,-,-1053938,2291284,3194267
Cash at beginning of period,-,10920956,8629671,5435403
Cash at end of period,-,9867018,10920956,8629671
Operating Cash Flow,-,2573857,-2726848,1876375
Capital Expenditure,-,-1071223,-2115568,-356623
Free Cash Flow,-,1502634,-4842416,1519752
