Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-3.974,-54.577,-2852,-665.647
Acquisitions net,-,-,-500,-1276,-
Purchases of investments,-,-,-,96.333,-
Sales/Maturities of investments,-,780.668,-,-,300
Other investing activites,-,-,-350,-,-
Net cash used for investing activites,800.708,776.694,-903.85,-3962,7590
Debt repayment,-,-,-1082,-,-339.473
Common stock issued,-,-,3569,8032,3898
Common stock repurchased,-,-,-249.673,-455.355,-
Dividends Paid,-,-,-27,-,-
Other financing activites,-55.518,-110.995,-362.778,-522.387,-
Net cash used privided by (used for) financing activities,189.684,-110.995,1848,7606,4315
Net change in cash,-1121,-966.377,-3851,-2372,9521
Cash at beginning of period,2609,2372,7124,9496,-24.991
Cash at end of period,1488,1406,3273,7124,9496
Capital Expenditure,-,-3.974,-54.577,-2852,-665.647
Free Cash Flow,-2112,-1636,-4850,-8868,-3049
