Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-1382,-373.004,-59.777,-402.093
Purchases of investments,-,-50,-80,-746.31,-100
Sales/Maturities of investments,517.218,334.946,576.571,-,112.821
Other investing activites,-,-,-,-40,0.2
Net cash used for investing activites,1974,403.342,155.325,2526,1354
Debt repayment,-,-,-,-100,-500
Common stock issued,-,-,5055,4026,1798
Common stock repurchased,-,-19.892,-378.396,-273.905,-129.287
Net cash used privided by (used for) financing activities,-,-19.892,4676,3652,1169
Net change in cash,-198.016,-2667,1775,1108,-66.72
Cash at beginning of period,213.644,3173,1407,302.047,390.644
Cash at end of period,15.628,506.801,3173,1407,302.047
Capital Expenditure,-,-1382,-373.004,-59.777,-402.093
Free Cash Flow,-2265,-4432,-3430,-5130,-2992
