Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,77645,77645,69670,51552,44066
Interest Expense,19498,19498,14845,7732,5932
Income Before Tax,34289,34289,32053,24139,22619
Income Tax Expense,7595,7595,6597,8826,7706
Income from Continuing Operations,26694,26694,25456,15313,14913
Net Income,26694,26694,25456,15313,14913
Net Income available to common shareholders,26694,26694,25456,15313,14913
Basic EPS,-,-,3.81,2.44,2.40
Diluted EPS,-,-,3.81,2.44,2.40
Basic Average Shares,-,-,6674,6286,6221
Diluted Average Shares,-,-,6674,6286,6221
