Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,51850000,52271000,51324000,43648000
Depreciation & amortization,-,130679000,120964000,108271000
Change in working capital,-,-115857000,-37220000,-20324000
Other working capital,-,-66794000,20583000,-2995000
Other non-cash items,-,-99946000,-88608000,-124018000
Net cash provided by operating activites,-,-59154000,26428000,-670000
Investments in property plant and equipment,-,-7640000,-5845000,-2325000
Acquisitions net,-,-65103000,-12081000,-15109000
Purchases of investments,-,-45732000,-90600000,-15980000
Sales/Maturities of investments,-,1001000,854000,4460000
Other investing activites,-,-6473000,-236000,-1117000
Net cash used for investing activites,-,-123947000,-107908000,-30071000
Net change in cash,-,3277000,642000,-6031000
Cash at beginning of period,-,86449000,85730000,91762000
Cash at end of period,-,89727000,86449000,85730000
Operating Cash Flow,-,-59154000,26428000,-670000
Capital Expenditure,-,-7640000,-5845000,-2325000
Free Cash Flow,-,-66794000,20583000,-2995000
