Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2654000,3164000,1911000,1629000
Depreciation & amortization,-,2320000,2074000,2085000
Change in working capital,-,-3271000,-2191000,-2440000
Inventory,-,-1306000,-2307000,-1102000
Other working capital,-,612000,-1382000,-246000
Other non-cash items,-,601000,223000,721000
Net cash provided by operating activites,-,3195000,1750000,2296000
Investments in property plant and equipment,-,-2583000,-3132000,-2542000
Acquisitions net,-,-782000,-,-
Purchases of investments,-,-86000,-57000,-14000
Sales/Maturities of investments,-,89000,90000,-
Other investing activites,-,-1000,-2000,-2000
Net cash used for investing activites,-,-3164000,-3001000,-2502000
Net change in cash,-,1905000,665000,-1542000
Cash at beginning of period,-,9424000,8759000,10301000
Cash at end of period,-,11330000,9424000,8759000
Operating Cash Flow,-,3195000,1750000,2296000
Capital Expenditure,-,-2583000,-3132000,-2542000
Free Cash Flow,-,612000,-1382000,-246000
