Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,1514000,1514000,-1380000,2080570,-2147939
Depreciation & amortization,1707000,1707000,1414000,739846,2106895
Change in working capital,1741000,1741000,3891000,-505536,-26167
Inventory,1146000,1146000,2288000,-15765,11365
Other working capital,2480000,2480000,3003000,3003610,-170754
Other non-cash items,-415000,-415000,-1087000,588853,-182697
Net cash provided by operating activites,4427000,4427000,3850000,3455190,360775
Investments in property plant and equipment,-1947000,-1947000,-847000,-451580,-531529
Acquisitions net,-233000,-233000,-4173000,-135658,-
Purchases of investments,-378000,-378000,-1196000,-999602,-6251
Sales/Maturities of investments,732000,732000,964000,795,67802
Other investing activites,-31000,-31000,-150000,-6962,-9711
Net cash used for investing activites,-1835000,-1835000,-5093000,-1408613,-478285
Net change in cash,441000,441000,494000,4878638,-235986
Cash at beginning of period,9495000,9495000,9001000,3060683,3296405
Cash at end of period,9936000,9936000,9495000,9001071,3060683
Operating Cash Flow,4427000,4427000,3850000,3455190,360775
Capital Expenditure,-1947000,-1947000,-847000,-451580,-531529
Free Cash Flow,2480000,2480000,3003000,3003610,-170754
