Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,5291372000,4960928000,4645051000
Liabilities,,,
Total Liabilities,5150581000,4817118000,4505340000
Stockholders' Equity,,,
Common Stock,10000000,10000000,10000000
Retained Earnings,109687000,108588000,106196000
Total stockholders' equity,140791000,143810000,139711000
Total liabilities and stockholders' equity,5291372000,4960928000,4645051000
