Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,18149000,11903000,8488308,6249345
Depreciation & amortization,-,11714000,10776921,8203147
Change in working capital,-,-7840000,828688,1316630
Inventory,-,-73000,-5410,-1921
Other working capital,-,-6841000,-108544411,-126229515
Other non-cash items,-,10358000,13787742,-5316301
Net cash provided by operating activites,-,12562000,27238574,5006978
Investments in property plant and equipment,-,-19403000,-135782985,-131236493
Sales/Maturities of investments,-,670000,2229070,613036
Other investing activites,-,-23293000,-29215,-27735
Net cash used for investing activites,-,105307000,-127884291,-130651784
Net change in cash,-,53189000,5550040,20755085
Cash at beginning of period,-,46115000,40402122,19647036
Cash at end of period,-,99305000,46115241,40402122
Operating Cash Flow,-,12562000,27238574,5006978
Capital Expenditure,-,-19403000,-135782985,-131236493
Free Cash Flow,-,-6841000,-108544411,-126229515
