Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,24083000,25514000,26610000,28518000
Depreciation & amortization,-,8486000,7783000,7238000
Change in working capital,-,-29939000,-14624000,-8011000
Inventory,-,-6856000,3264000,-91000
Other working capital,-,-10149000,4741000,14854000
Other non-cash items,-,-2626000,3364000,928000
Net cash provided by operating activites,-,2960000,22015000,30639000
Investments in property plant and equipment,-,-13109000,-17274000,-15785000
Purchases of investments,-,-2860000,-1291000,-1848000
Sales/Maturities of investments,-,852000,140000,1277000
Other investing activites,-,-635000,46000,-362000
Net cash used for investing activites,-,-15238000,-18077000,-15937000
Net change in cash,-,-17384000,-1855000,9034000
Cash at beginning of period,-,124317000,124668000,114170000
Cash at end of period,-,107906000,124317000,124668000
Operating Cash Flow,-,2960000,22015000,30639000
Capital Expenditure,-,-13109000,-17274000,-15785000
Free Cash Flow,-,-10149000,4741000,14854000
