Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1322700,1322500,1342600,1213900
Liabilities,,,,
Total Liabilities,886300,889500,845700,784400
Stockholders' Equity,,,,
Common Stock,23400,23400,23400,23400
Retained Earnings,470300,424200,482500,467300
Total stockholders' equity,436400,433000,496900,429500
Total liabilities and stockholders' equity,1322700,1322500,1342600,1213900
