Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,10493908,9607773,9363934,9623640
Liabilities,,,,
Total Liabilities,9140623,8350135,8156210,8452977
Stockholders' Equity,,,,
Common Stock,1069,1034,1027,1017
Retained Earnings,583407,550374,508058,478803
Accumulated other comprehensive income,-36941,-39696,-32080,-27991
Total stockholders' equity,1353285,1257638,1207724,1170663
Total liabilities and stockholders' equity,10493908,9607773,9363934,9623640
