Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-1563,-1408,-1140,-812.72,-1632
Purchases of investments,-,-4697,-,-,-
Sales/Maturities of investments,-,11242,-,-,-
Net cash used for investing activites,-5445,5138,-1140,-812.72,-1632
Debt repayment,-,-157.155,-,-,-
Common stock issued,-,-,937.413,1830,2480
Common stock repurchased,-,-,-,-145.485,-113.309
Other financing activites,-,-157.155,-,-,-
Net cash used privided by (used for) financing activities,-,-157.155,1296,1901,2367
Net change in cash,-6383,4205,1450,531.081,442.308
Cash at beginning of period,13234,3347,1886,1366,937.192
Cash at end of period,6851,7562,3347,1886,1366
Capital Expenditure,-1563,-1408,-1140,-812.72,-1632
Free Cash Flow,-2343,-2185,154.078,-1369,-1924
