Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,774063,693632,799880,957067
Liabilities,,,,
Total Liabilities,338454,206612,228780,360747
Stockholders' Equity,,,,
Common Stock,77.861,77.861,77.723,77.228
Retained Earnings,-351040,-304106,-13919,-7966
Total stockholders' equity,435609,487020,571100,596320
Total liabilities and stockholders' equity,774063,693632,799880,957067
