Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3463000,4657000,2971000,3937000
Depreciation & amortization,-,2395000,2372000,1857000
Change in working capital,-,-944000,2764000,3469000
Inventory,-,-1721000,-616000,812000
Other working capital,-,1096000,1076000,9044000
Other non-cash items,-,37000,846000,1634000
Net cash provided by operating activites,-,4842000,9199000,11777000
Investments in property plant and equipment,-,-3746000,-8123000,-2733000
Acquisitions net,-,-,-51000,-
Purchases of investments,-,-4000,-4000,-28000
Sales/Maturities of investments,-,489000,193000,-
Other investing activites,-,224000,218000,-57000
Net cash used for investing activites,-,-158000,-7454000,-891000
Net change in cash,-,-253000,414000,513000
Cash at beginning of period,-,2748000,2333000,1819000
Cash at end of period,-,2492000,2748000,2333000
Operating Cash Flow,-,4842000,9199000,11777000
Capital Expenditure,-,-3746000,-8123000,-2733000
Free Cash Flow,-,1096000,1076000,9044000
