Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,12248000,10816000,10710000,10959000
Depreciation & amortization,-,3301000,3221000,3105000
Change in working capital,-,-2768000,210000,358000
Inventory,-,-2592000,-908000,373000
Other working capital,-,17301000,5279000,12518000
Other non-cash items,-,1285000,-449000,-846000
Net cash provided by operating activites,-,20049000,15799000,16036000
Investments in property plant and equipment,-,-2748000,-10520000,-3518000
Purchases of investments,-,-596000,-1060000,-401000
Sales/Maturities of investments,-,29000,10000,790000
Other investing activites,-,-3035000,-1115000,1500000
Net cash used for investing activites,-,-6215000,-11701000,-1366000
Net change in cash,-,7987000,165000,9514000
Cash at beginning of period,-,41752000,41586000,31927000
Cash at end of period,-,49739000,41752000,41586000
Operating Cash Flow,-,20049000,15799000,16036000
Capital Expenditure,-,-2748000,-10520000,-3518000
Free Cash Flow,-,17301000,5279000,12518000
