Breakdown,ttm,8/31/2018,8/31/2017,8/31/2016
Net Income,80427,127599,139947,102941
Depreciation & amortization,-,49180,53919,46897
Change in working capital,-,-162002,-155360,-18282
Inventory,-,-117543,-172104,-66312
Other working capital,-,-26028,62101,-891108
Other non-cash items,-,21715,22262,-8823
Net cash provided by operating activites,-,1735,74859,96102
Investments in property plant and equipment,-,-27763,-12758,-987210
Purchases of investments,-,-17489,-111438,-13708
Sales/Maturities of investments,-,-,96359,-
Other investing activites,-,1688,-2091,1042
Net cash used for investing activites,-,-43564,-29928,-999876
Net change in cash,-,117050,138133,14955
Cash at beginning of period,-,292169,154035,139080
Cash at end of period,-,409220,292169,154035
Operating Cash Flow,-,1735,74859,96102
Capital Expenditure,-,-27763,-12758,-987210
Free Cash Flow,-,-26028,62101,-891108
