Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,826919,974233,804787,787485
Liabilities,,,,
Total Liabilities,721447,875780,713687,699555
Stockholders' Equity,,,,
Common Stock,128,128,126,125
Retained Earnings,39445,32860,25872,23845
Accumulated other comprehensive income,-45,-73,-35,-
Total stockholders' equity,105472,98453,91100,87930
Total liabilities and stockholders' equity,826919,974233,804787,787485
