Breakdown,ttm,7/31/2019,7/31/2018,7/31/2017,7/31/2016
Net Income,8882734,8882734,8164101,7269252,7111186
Depreciation & amortization,3955988,3955988,4063495,3553831,3425618
Change in working capital,-278103,-278103,1279973,-1046223,311367
Other working capital,10027410,10027410,-20041742,-16022140,930496
Other non-cash items,787775,787775,834485,959426,835400
Net cash provided by operating activites,19622223,19622223,13618867,10071712,10988944
Investments in property plant and equipment,-9594813,-9594813,-33660609,-26093852,-10058448
Purchases of investments,-155700,-155700,-512376,-402538,-234484
Sales/Maturities of investments,416984,416984,558295,320467,269458
Other investing activites,-,-,84771,207793,-
Net cash used for investing activites,-9223529,-9223529,-33529919,-25968130,-9992639
Net change in cash,-979582,-979582,1838179,-63738,3459933
Cash at beginning of period,26316973,26316973,26070371,21720042,16749653
Cash at end of period,25337392,25337392,27908551,21656304,20209588
Operating Cash Flow,19622223,19622223,13618867,10071712,10988944
Capital Expenditure,-9594813,-9594813,-33660609,-26093852,-10058448
Free Cash Flow,10027410,10027410,-20041742,-16022140,930496
