Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,438905,496122,480911,415324
Liabilities,,,,
Total Liabilities,53001,57188,41015,28414
Stockholders' Equity,,,,
Common Stock,6755,6755,6755,6755
Retained Earnings,-,-,13485,12930
Total stockholders' equity,385904,438934,439896,386910
Total liabilities and stockholders' equity,438905,496122,480911,415324
