Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,23552000,18899000,17826000,15271000
Depreciation & amortization,-,7738000,6846000,5613000
Change in working capital,-,-34590000,-28934000,15208000
Inventory,-,3991000,-3689000,4056000
Other working capital,-,-15873000,-9472000,22187000
Other non-cash items,-,3979000,7719000,-3983000
Net cash provided by operating activites,-,-6557000,3445000,31293000
Investments in property plant and equipment,-,-9316000,-12917000,-9106000
Purchases of investments,-,-1748000,-428000,-303000
Sales/Maturities of investments,-,18000,124000,277000
Other investing activites,-,-358000,-368000,-83000
Net cash used for investing activites,-,-11227000,-13129000,-9089000
Net change in cash,-,-29501000,-6658000,6335000
Cash at beginning of period,-,65112000,71770000,65434000
Cash at end of period,-,35610000,65112000,71770000
Operating Cash Flow,-,-6557000,3445000,31293000
Capital Expenditure,-,-9316000,-12917000,-9106000
Free Cash Flow,-,-15873000,-9472000,22187000
