Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1442027,1384516,1340839,1318190
Liabilities,,,,
Total Liabilities,1316087,1267450,1232449,1204492
Stockholders' Equity,,,,
Common Stock,71,71,71,20063
Retained Earnings,119481,109477,101359,92922
Accumulated other comprehensive income,-25971,-24403,-24593,-21465
Total stockholders' equity,125940,117066,108390,113698
Total liabilities and stockholders' equity,1442027,1384516,1340839,1318190
