Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,852233,817003,911722,767800
Liabilities,,,,
Total Liabilities,95123,131408,107075,90254
Stockholders' Equity,,,,
Common Stock,9651,9651,9651,9651
Total stockholders' equity,757110,685595,804647,677546
Total liabilities and stockholders' equity,852233,817003,911722,767800
