Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,739476,597819,478032,574074
Depreciation & amortization,-,794472,808174,774690
Change in working capital,-,174685,78388,-210580
Inventory,-,8565,3507,-90632
Other working capital,-,544990,332833,113398
Other non-cash items,-,-43474,200295,-179223
Net cash provided by operating activites,-,1535342,1625166,962195
Investments in property plant and equipment,-,-990352,-1292333,-848797
Purchases of investments,-,-429385,-,-
Sales/Maturities of investments,-,5706,1030,-
Other investing activites,-,-2841,52,5051
Net cash used for investing activites,-,-1262782,-1256715,-804949
Net change in cash,-,44893,99619,-91369
Cash at beginning of period,-,4267116,4167496,4258866
Cash at end of period,-,4312009,4267116,4167496
Operating Cash Flow,-,1535342,1625166,962195
Capital Expenditure,-,-990352,-1292333,-848797
Free Cash Flow,-,544990,332833,113398
