Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,960000,960000,1698000,1222000,1179000
Depreciation & amortization,566000,566000,513000,488000,453000
Change in working capital,950000,950000,-1270000,-326000,-178000
Inventory,580000,580000,-498000,-462000,-73000
Other working capital,804000,804000,-154000,860000,669000
Other non-cash items,557000,557000,471000,572000,598000
Net cash provided by operating activites,1652000,1652000,680000,1702000,1244000
Investments in property plant and equipment,-848000,-848000,-834000,-842000,-575000
Acquisitions net,-110000,-110000,-53000,-1000,-
Purchases of investments,-85000,-85000,-,-,-
Other investing activites,74000,74000,-26000,-4000,-5000
Net cash used for investing activites,246000,246000,-106000,2000,104000
Net change in cash,949000,949000,57000,283000,43000
Cash at beginning of period,801000,801000,814000,531000,494000
Cash at end of period,1768000,1768000,801000,814000,531000
Operating Cash Flow,1652000,1652000,680000,1702000,1244000
Capital Expenditure,-848000,-848000,-834000,-842000,-575000
Free Cash Flow,804000,804000,-154000,860000,669000
