Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,55563,279701,281307,354100
Depreciation & amortization,-,33596,33478,29936
Stock based compensation,-,838,-,-
Change in working capital,-,-16039,-57819,11195
Inventory,-,948,-679,-
Other working capital,-,419655,199340,402247
Other non-cash items,-,921,-690,-487
Net cash provided by operating activites,-,420650,208521,402247
Investments in property plant and equipment,-,-995,-9181,-
Acquisitions net,-,-4128,-,-5000
Purchases of investments,-,-300076,-,-
Other investing activites,-,-8584,-2894,-5335
Net cash used for investing activites,-,-313783,-12075,-10335
Net change in cash,-,752775,151741,363097
Cash at beginning of period,-,1599837,1448095,1084998
Cash at end of period,-,2352612,1599837,1448095
Operating Cash Flow,-,420650,208521,402247
Capital Expenditure,-,-995,-9181,-
Free Cash Flow,-,419655,199340,402247
