Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,7035000,7035000,7595000,5304000,2729000
Depreciation & amortization,8994000,8994000,6335000,5246000,7089000
Change in working capital,-3069000,-3069000,-3074000,-5672000,1519000
Inventory,-3765000,-3765000,-3661000,2094000,-698000
Other working capital,4777000,4777000,1208000,-2931000,5763000
Other non-cash items,452000,452000,5433000,2954000,1387000
Net cash provided by operating activites,11996000,11996000,14076000,4915000,12608000
Investments in property plant and equipment,-7219000,-7219000,-12868000,-7846000,-6845000
Acquisitions net,-3002000,-3002000,-,-42299000,-1753000
Purchases of investments,-11000,-11000,-420000,-467000,-652000
Sales/Maturities of investments,574000,574000,370000,839000,1284000
Other investing activites,100000,100000,2000,-1000,3000
Net cash used for investing activites,-5145000,-5145000,-12218000,-48058000,-7400000
Net change in cash,-8965000,-8965000,-4825000,8175000,-1482000
Cash at beginning of period,29269000,29269000,34095000,25919000,27402000
Cash at end of period,20303000,20303000,29269000,34095000,25919000
Operating Cash Flow,11996000,11996000,14076000,4915000,12608000
Capital Expenditure,-7219000,-7219000,-12868000,-7846000,-6845000
Free Cash Flow,4777000,4777000,1208000,-2931000,5763000
