Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,24437000,24437000,25717000,23144000,21430000
Depreciation & amortization,5153000,5153000,5994000,5877000,6376000
Change in working capital,643000,643000,-1340000,2707000,366000
Inventory,1948000,1948000,-4494000,-1968000,-2027000
Other working capital,26417000,26417000,25584000,28232000,24936000
Other non-cash items,548000,548000,508000,624000,807000
Net cash provided by operating activites,30455000,30455000,30203000,34877000,30611000
Investments in property plant and equipment,-4038000,-4038000,-4619000,-6645000,-5675000
Acquisitions net,-,-,-815000,-,-3366000
Purchases of investments,-9682000,-9682000,-1352000,-1580000,-2769000
Sales/Maturities of investments,1533000,1533000,1527000,2757000,2203000
Other investing activites,41832000,41832000,21737000,-28976000,-25258000
Net cash used for investing activites,29645000,29645000,16478000,-34066000,-34865000
Net change in cash,53546000,53546000,39349000,-3826000,-11089000
Cash at beginning of period,89256000,89256000,49906000,53733000,64822000
Cash at end of period,142803000,142803000,89256000,49906000,53733000
Operating Cash Flow,30455000,30455000,30203000,34877000,30611000
Capital Expenditure,-4038000,-4038000,-4619000,-6645000,-5675000
Free Cash Flow,26417000,26417000,25584000,28232000,24936000
