Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,44313000,60142000,59382000,41146000
Depreciation & amortization,45274000,36398000,32841000,29263000
Stock based compensation,-,-407000,-,-
Change in working capital,-8318000,15178000,-5136000,17565000
Inventory,-1006000,10611000,-23887000,25847000
Other working capital,37223000,47332000,44865000,51846000
Other non-cash items,9554000,-4859000,3769000,-6359000
Net cash provided by operating activites,84909000,100722000,96606000,83125000
Investments in property plant and equipment,-47686000,-53390000,-51741000,-31279000
Acquisitions net,-,-,-7717000,-1032000
Purchases of investments,-4090000,-4056000,-1919000,-15893000
Sales/Maturities of investments,2163000,1685000,1945000,1513000
Other investing activites,639000,-16000,-1450000,-3604000
Net cash used for investing activites,-45465000,-54190000,-59453000,-46800000
Net change in cash,15041000,33655000,9592000,17218000
Cash at beginning of period,108985000,88777000,78832000,29141000
Cash at end of period,128550000,122432000,88704000,78832000
Operating Cash Flow,84909000,100722000,96606000,83125000
Capital Expenditure,-47686000,-53390000,-51741000,-31279000
Free Cash Flow,37223000,47332000,44865000,51846000
