Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,46081,46081,43280,40156,35938
Interest Expense,1568,1568,1606,1065,764
Income Before Tax,16689,16689,15347,15241,11139
Income Tax Expense,4200,4200,3810,6147,3474
Income from Continuing Operations,12489,12489,11537,9094,7665
Net Income,12489,12489,11537,9094,7665
Net Income available to common shareholders,12489,12489,11537,9094,7665
Basic EPS,-,-,1.43,1.13,0.95
Diluted EPS,-,-,1.42,1.13,0.95
Basic Average Shares,-,-,8081,8061,8047
Diluted Average Shares,-,-,8100,8081,8083
