Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,344678,420839,418221,194863
Depreciation & amortization,-,505432,467785,468189
Change in working capital,-,-298565,30485,487313
Inventory,-,-717428,-75392,232584
Other working capital,-,433226,367767,851016
Other non-cash items,-,23483,1828,8559
Net cash provided by operating activites,-,809649,937533,1183700
Investments in property plant and equipment,-,-376423,-569766,-332684
Acquisitions net,-,-139937,-,-
Purchases of investments,-,-,-,-25372
Sales/Maturities of investments,-,62811,-,2800
Other investing activites,-,13336,1201,9999
Net cash used for investing activites,-,-393604,-553421,-341453
Net change in cash,-,1091048,24567,215652
Cash at beginning of period,-,1093117,1068549,852896
Cash at end of period,-,2184165,1093117,1068549
Operating Cash Flow,-,809649,937533,1183700
Capital Expenditure,-,-376423,-569766,-332684
Free Cash Flow,-,433226,367767,851016
