Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1010230,1370167,1276888,765385
Depreciation & amortization,-,44529,71234,74606
Change in working capital,-,794265,-1142983,1102804
Inventory,-,34937,-21558,-29132
Other working capital,-,2156071,363688,1744458
Other non-cash items,-,39847,87718,-60544
Net cash provided by operating activites,-,2172781,526336,1772082
Investments in property plant and equipment,-,-16710,-162648,-27624
Purchases of investments,-,-1013360,-11556,-9832
Sales/Maturities of investments,-,500500,-,-
Other investing activites,-,119,526501,-200001
Net cash used for investing activites,-,-495951,352297,-237457
Net change in cash,-,1180255,605311,1073311
Cash at beginning of period,-,9031556,8426244,7352933
Cash at end of period,-,10211811,9031556,8426244
Operating Cash Flow,-,2172781,526336,1772082
Capital Expenditure,-,-16710,-162648,-27624
Free Cash Flow,-,2156071,363688,1744458
