Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,227259000,206294000,224192000,221930000
Liabilities,,,,
Total Liabilities,211022000,191811000,209612000,207068000
Stockholders' Equity,,,,
Common Stock,1000,1000,1000,13597000
Retained Earnings,585000,1346000,406000,-
Accumulated other comprehensive income,3240000,716000,1676000,1265000
Total stockholders' equity,16172000,14418000,14515000,14862000
Total liabilities and stockholders' equity,227259000,206294000,224192000,221930000
