Breakdown,ttm,1/31/2019,1/31/2018,1/31/2017
Net Income,2772140,2267222,1145658,767305
Depreciation & amortization,603771,483929,372972,337654
Change in working capital,-320897,-581754,-564643,446568
Inventory,-178765,-97047,-168668,-34438
Other working capital,794374,182461,165710,627814
Other non-cash items,16119,-7863,-8691,20235
Net cash provided by operating activites,1807460,1411291,1135242,1483868
Investments in property plant and equipment,-1013086,-1228830,-969532,-856054
Acquisitions net,-,-,-565646,-
Purchases of investments,-1201,-1201,-1204,-326800
Sales/Maturities of investments,-,-,-,173578
Other investing activites,-14594,-14595,-2,-
Net cash used for investing activites,-1028881,-1244626,-1536384,-1009276
Net change in cash,663508,424154,-361580,664934
Cash at beginning of period,1351195,1171593,1495821,830886
Cash at end of period,2013010,1595747,1134240,1495821
Operating Cash Flow,1807460,1411291,1135242,1483868
Capital Expenditure,-1013086,-1228830,-969532,-856054
Free Cash Flow,794374,182461,165710,627814
