Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,4354165,3991454,3581686,3432348
Liabilities,,,,
Total Liabilities,3759772,3471314,3123094,2997087
Stockholders' Equity,,,,
Common Stock,420876,386814,345412,344404
Retained Earnings,187149,160346,134362,110294
Accumulated other comprehensive income,-1425,-12933,-5215,-1554
Total stockholders' equity,594393,520140,458592,435261
Total liabilities and stockholders' equity,4354165,3991454,3581686,3432348
