Breakdown,ttm,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Net Income,4548855,4548855,3699505,3213110,2501264
Depreciation & amortization,1647938,1647938,1676490,1709231,1598269
Change in working capital,11448282,11448282,-246985,103835,489410
Other working capital,-4047406,-4047406,4530183,-16872577,4446393
Other non-cash items,768796,768796,661815,844115,844688
Net cash provided by operating activites,17734228,17734228,5088571,5071754,4663303
Investments in property plant and equipment,-21781634,-21781634,-558388,-21944331,-216910
Purchases of investments,-,-,-,-,-266421
Sales/Maturities of investments,2008971,2008971,835686,-,247070
Other investing activites,-2008971,-2008971,-795966,-,19350
Net cash used for investing activites,-21781634,-21781634,-518668,-21903161,-216911
Net change in cash,1049801,1049801,-1030956,1596482,2326780
Cash at beginning of period,16598474,16598474,16732536,14843893,11561273
Cash at end of period,17648275,17648275,15701580,16440375,13888055
Operating Cash Flow,17734228,17734228,5088571,5071754,4663303
Capital Expenditure,-21781634,-21781634,-558388,-21944331,-216910
Free Cash Flow,-4047406,-4047406,4530183,-16872577,4446393
