Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,22269,19233,14935,9079
Change in working capital,3071,-5598,-4647,-1859
Other working capital,-59758,5413,-121785,6200
Net cash provided by operating activites,-59758,5413,-121785,6200
Net change in cash,21831,31422,-17709,19196
Cash at beginning of period,24924,7223,24932,5346
Cash at end of period,46755,38645,7223,24542
Operating Cash Flow,-59758,5413,-121785,6200
Free Cash Flow,-59758,5413,-121785,6200
