Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,7000,950000,3003000,2834000
Depreciation & amortization,-,3396000,3000000,2739000
Change in working capital,-,-1668000,-115000,656000
Inventory,-,-521000,-697000,335000
Other working capital,-,-91000,1813000,1853000
Other non-cash items,-,-255000,-1101000,-1016000
Net cash provided by operating activites,-,4622000,6483000,4985000
Investments in property plant and equipment,-,-4713000,-4670000,-3132000
Acquisitions net,-,-,-1372000,-
Purchases of investments,-,-2936000,-316000,-115000
Sales/Maturities of investments,-,2252000,959000,639000
Other investing activites,-,-120000,-558000,-661000
Net cash used for investing activites,-,-5510000,-5880000,-3263000
Net change in cash,-,-1220000,-591000,-1026000
Cash at beginning of period,-,12507000,13098000,14054000
Cash at end of period,-,11286000,12507000,13098000
Operating Cash Flow,-,4622000,6483000,4985000
Capital Expenditure,-,-4713000,-4670000,-3132000
Free Cash Flow,-,-91000,1813000,1853000
