Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-1.554,-1.448,-,-,-
Net cash used for investing activites,-1.554,-1.448,-,-,-
Common stock issued,-,-,-,-,2980
Net cash used privided by (used for) financing activities,3562,1125,1500,-,2980
Net change in cash,1239,-114.161,-252.026,-1939,675.953
Cash at beginning of period,62.921,117.897,369.923,2309,1633
Cash at end of period,1302,3.736,117.897,369.923,2309
Capital Expenditure,-1.554,-1.448,-,-,-
Free Cash Flow,-2323,-1239,-1752,-1939,-2304
