Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,30776,30776,289845,881111,1459591
Depreciation & amortization,2062403,2062403,1571914,1461359,1333903
Change in working capital,-1427383,-1427383,-3761368,-1829690,-690828
Inventory,-36986,-36986,-30734,73534,-123739
Other working capital,1516226,1516226,-974645,768970,1795275
Other non-cash items,902491,902491,692297,619770,570854
Net cash provided by operating activites,1676026,1676026,-793188,837398,2074294
Investments in property plant and equipment,-159800,-159800,-181457,-68428,-279019
Acquisitions net,-68851,-68851,0,-3360,-32122
Purchases of investments,0,0,-722391,-,0
Sales/Maturities of investments,522510,522510,-,-,0
Net cash used for investing activites,370757,370757,-845712,334592,-292905
Net change in cash,2173769,2173769,-1643364,-820663,3668170
Cash at beginning of period,3186401,3186401,4813311,5723161,1987878
Cash at end of period,5360520,5360520,3186401,4813311,5723161
Operating Cash Flow,1676026,1676026,-793188,837398,2074294
Capital Expenditure,-159800,-159800,-181457,-68428,-279019
Free Cash Flow,1516226,1516226,-974645,768970,1795275
