Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,7173000,3777000,4935000,1979000
Depreciation & amortization,-,3841000,3846000,3552000
Change in working capital,-,-4204000,-9868000,-3212000
Inventory,-,-2362000,-3364000,-2672000
Other working capital,-,2959000,-6430000,-3023000
Other non-cash items,-,3100000,1844000,-2384000
Net cash provided by operating activites,-,6136000,-2459000,428000
Investments in property plant and equipment,-,-3177000,-3971000,-3451000
Acquisitions net,-,-6847000,-,-
Purchases of investments,-,-6000,-5000,-6000
Sales/Maturities of investments,-,130000,1495000,320000
Other investing activites,-,-104000,-90000,-40000
Net cash used for investing activites,-,-9921000,-1628000,-3131000
Net change in cash,-,6209000,-1010000,-5548000
Cash at beginning of period,-,3012000,4023000,9571000
Cash at end of period,-,9221000,3012000,4023000
Operating Cash Flow,-,6136000,-2459000,428000
Capital Expenditure,-,-3177000,-3971000,-3451000
Free Cash Flow,-,2959000,-6430000,-3023000
