Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,78505000,84471000,577608000,362440000
Depreciation & amortization,-,355164000,179158000,171202000
Deferred income taxes,-,-157231000,60011000,-107432000
Change in working capital,-,-174742000,403890000,1606446000
Other working capital,-,503305000,-449862000,782395000
Other non-cash items,-,235177000,-678854000,-519773000
Net cash provided by operating activites,-,661019000,-157661000,1213308000
Investments in property plant and equipment,-,-157714000,-292201000,-430913000
Acquisitions net,-,-4943059000,-,0
Purchases of investments,-,-37759763000,-49725626000,-34137270000
Sales/Maturities of investments,-,41718336000,47989986000,39239204000
Other investing activites,-,1000,2000,1000
Net cash used for investing activites,-,-6773772000,-4387477000,-12801572000
Debt repayment,-,-3241799000,-3310804000,-4734010000
Common stock issued,-,956000,4000,7000
Common stock repurchased,-,-2124000,-1611000,-3131000
Dividends Paid,-,-190413000,-190382000,-190031000
Other financing activites,-,142361000,-74653000,-343808000
Net cash used privided by (used for) financing activities,-,3408385000,4652627000,11869753000
Net change in cash,-,-2498182000,93644000,269594000
Cash at beginning of period,-,48170921000,1592191000,1322597000
Cash at end of period,-,45672739000,1685835000,1592191000
Operating Cash Flow,-,661019000,-157661000,1213308000
Capital Expenditure,-,-157714000,-292201000,-430913000
Free Cash Flow,-,503305000,-449862000,782395000
