Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Investments in property plant and equipment,-476400,-476400,-337500,-705300,-788000
Acquisitions net,-,-,-,-,0
Purchases of investments,-,-,0,-700,-1300
Sales/Maturities of investments,0,0,3200,200,34000
Other investing activites,-8100,-8100,-8900,-,-
Net cash used for investing activites,-480800,-480800,-104900,-522400,-847200
Net change in cash,-384400,-384400,-334200,383400,-45600
Cash at beginning of period,601900,601900,936100,552700,598300
Cash at end of period,217500,217500,601900,936100,552700
Capital Expenditure,-476400,-476400,-337500,-705300,-788000
Free Cash Flow,668700,668700,1394000,1664500,-65700
